t,p,effect_size
1.0679949592207656,0.2889034502907197,0.2418532329815734
1.102989147333105,0.2735122926861408,0.24977785608720096
1.671289145955888,0.09877762307516376,0.37847246347619756
-0.5367486559466529,0.5930090818715665,0.12154963524727483
0.7666536207052486,0.44566241162730813,0.17361285757367098
1.962906514549209,0.05331651322887905,0.4445107933193768
-0.38793591755151546,0.6991479160985501,0.08785018603267845
-1.6712891459558878,0.09877762307516388,0.3784724634761974
0.6745274572391002,0.5020227771404693,0.1527503897463568
0.18241751930802394,0.8557407915478312,0.04130943354762077
0.18241751930770797,0.8557407915480783,0.04130943354754922
-0.5367486559469693,0.5930090818713489,0.12154963524734648
0.513827172223032,0.6088635637934761,0.11635894132551981
-1.0796539583348808,0.2837107699646287,0.2444934763691784
1.7799661575491406,0.0790786935120432,0.4030829603494986
1.4680028733415282,0.1462300985279177,0.33243718790857807
0.9633101201895118,0.33844704118744673,0.2181467851699309
-0.8128105639071544,0.41886560841171516,0.18406534692443788
1.0563416032337434,0.2941585122119582,0.23921426751061003
1.0446938252175098,0.29947600213747694,0.23657656520129092
-0.9053320530251021,0.36815066299384713,0.2050173383830601
-1.2082941857993572,0.2306803857041323,0.27362475141421105
-0.39936939983104375,0.6907411239858199,0.09043935991376031
0.6515321529796336,0.5166684125797483,0.14754297876512454
0.5826253904053897,0.5618701741181285,0.1319386698131104
0.8937509251212736,0.37427671829271403,0.20239472935206088
0.15960714018523764,0.8736139752975725,0.03614389986344832
-2.6834347371544816,0.008938645640975964,0.6076783051011718
0.8590353732590443,0.3930224084560794,0.19453320493180928
0.27370118824324646,0.785056739113882,0.061981113933182966
-1.0913186658848995,0.27858040963148767,0.24713501246295816
-1.611239074421429,0.11127325655708868,0.36487380009675585
0.8128105639066789,0.41886560841198617,0.18406534692433013
0.5826253904052314,0.5618701741182344,0.13193866981307453
-0.5711518353473188,0.5695818752661702,0.12934042123466094
1.5753156857652888,0.11933744160010729,0.35673875450395626
0.9865363346239597,0.3270004099258733,0.22340648700877955
-0.893750925120956,0.3742767182928829,0.20239472935198893
-0.8474725899930383,0.39939275487450254,0.19191475014323128
0.13680003762010962,0.891550601422991,0.030979108173473366
1.1731369736674455,0.24440457206765479,0.2656632106379084
0.7205605680515156,0.47339044040308853,0.16317483658298312
-1.7074291469341938,0.09182471885056401,0.38665656210053734
-0.5252865572543404,0.6009131734480104,0.11895398102479396
0.022797277597848258,0.9818717292792574,0.005162566773012533
0.35364721862247706,0.7245824493834838,0.08008532476706876
0.30795415423920713,0.7589596363067428,0.06973788328289537
-1.7315695624803475,0.0874077099589731,0.39212328972406063
-1.5394698394292925,0.12784307396227024,0.3486212687888113
1.3613351084817524,0.17743035358090686,0.30828169582172604
0.25087300839698784,0.8025893126818777,0.05681154917893474
-1.7074291469343557,0.09182471885053373,0.38665656210057386
1.4205184350116304,0.15954651242993567,0.32168408010853833
0.9401041537480319,0.35014258167162227,0.2128916685985673
0.9517046379234302,0.34426374464782905,0.21551866096191957
0.6400395998083498,0.5240717399029652,0.14494042796121845
-0.3422213707589967,0.7331288979141997,0.07749787974077897
1.067994959220766,0.2889034502907196,0.2418532329815735
1.349520702662379,0.18117615479490562,0.3056062597454578
1.1497301268526954,0.2538602126306109,0.260362603619892
-0.3993693998308857,0.6907411239859359,0.0904393599137245
0.1596071401849217,0.8736139752978205,0.03614389986337678
-1.623231113995003,0.10868100099016066,0.3675894622970981
1.6833264984290912,0.09641564333201325,0.3811983870276598
0.7205605680515158,0.47339044040308864,0.1631748365829831
-0.6630280851302668,0.509318574199523,0.1501462947571738
-1.9383760038598485,0.05629099463830987,0.43895572654149645
-1.0563416032334252,0.2941585122121025,0.23921426751053795
0.905332053025261,0.36815066299376353,0.20501733838309613
0.5482135284004185,0.5851520245778891,0.12414591760303398
1.0796539583348812,0.2837107699646286,0.24449347636917845
-1.044693825217509,0.2994760021374774,0.23657656520129083
0.9749206644207664,0.3326925691905944,0.22077605568732483
-0.6975367657061156,0.4875954296075594,0.15796097205610687
1.515614709068804,0.13376516108760872,0.34321914553806987
-1.491792579746321,0.13989295402827132,0.337824495550816
-0.6975367657062741,0.4875954296074606,0.15796097205614276
0.9517046379227944,0.34426374464814935,0.21551866096177558
-0.8359142357403218,0.4058235866314919,0.18929729832865957
0.42224259441784584,0.6740400923398735,0.09561911849939159
0.2394608810897843,0.8113928524419962,0.05422721124679854
-1.1965687670901717,0.2351941344743255,0.27096946695018304
-0.07979354097425254,0.9366112001135181,0.018069678783644384
-0.8937509251212733,0.37427671829271414,0.20239472935206076
-1.5514099616811545,0.1249580053196398,0.35132517403094377
0.525286557254182,0.6009131734481199,0.11895398102475813
-0.02279727759753239,0.9818717292795085,0.005162566772941002
1.5992558726936394,0.11391308411325957,0.36216013927437624
-1.349520702662379,0.18117615479490562,0.3056062597454579
-2.0614798051683554,0.04267718422626879,0.4668332479490009
-1.2552609085870785,0.21323002652417594,0.2842606197305256
-0.9633101201898299,0.3384470411872883,0.21814678517000294
1.0330515601663492,0.304855951099146,0.23394011133272025
1.5156147090689636,0.13376516108756834,0.34321914553810606
